date,runde,frequenzbereich,ausstattung,block,hoechstbieter,hoechstgebot,mindestgebot
2015-06-08,78,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,30537000,18750000
2015-06-08,78,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,30537000,18750000
2015-06-08,78,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,30537000,18750000
2015-06-08,78,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,30537000,18750000
2015-06-08,78,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,30568000,18750000
2015-06-08,78,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,30568000,18750000
2015-06-08,78,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,29113000,18750000
2015-06-08,78,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,29113000,18750000
2015-06-08,79,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-08,79,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-08,79,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-08,79,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-08,79,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-08,79,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-08,79,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,100783000,75000000
2015-06-08,79,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Vodafone,115892000,75000000
2015-06-08,79,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Telekom,116057000,75000000
2015-06-08,79,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,111557000,75000000
2015-06-08,79,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E",Vodafone,116389000,75000000
2015-06-08,79,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F","TEF DE",116032000,75000000
2015-06-08,79,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G","TEF DE",116006000,75000000
2015-06-08,79,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Vodafone,122995000,37500000
2015-06-08,79,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Telekom,129922000,37500000
2015-06-08,79,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C","TEF DE",127888000,37500000
2015-06-08,79,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,125825000,37500000
2015-06-08,79,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",126328000,37500000
2015-06-08,79,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",127508000,37500000
2015-06-08,79,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G",Telekom,132150000,37500000
2015-06-08,79,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,123864000,37500000
2015-06-08,79,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I","TEF DE",126235000,37500000
2015-06-08,79,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,53371000,37500000
2015-06-08,79,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,30537000,18750000
2015-06-08,79,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,30537000,18750000
2015-06-08,79,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,30537000,18750000
2015-06-08,79,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,30537000,18750000
2015-06-08,79,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,30568000,18750000
2015-06-08,79,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,30568000,18750000
2015-06-08,79,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,29113000,18750000
2015-06-08,79,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,29113000,18750000
2015-06-08,80,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-08,80,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-08,80,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-08,80,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-08,80,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-08,80,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-08,80,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,100783000,75000000
2015-06-08,80,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Telekom,121686000,75000000
2015-06-08,80,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Telekom,116057000,75000000
2015-06-08,80,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,111557000,75000000
2015-06-08,80,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E",Vodafone,116389000,75000000
2015-06-08,80,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F","TEF DE",116032000,75000000
2015-06-08,80,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G","TEF DE",116006000,75000000
2015-06-08,80,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Vodafone,122995000,37500000
2015-06-08,80,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Telekom,129922000,37500000
2015-06-08,80,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C","TEF DE",127888000,37500000
2015-06-08,80,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,125825000,37500000
2015-06-08,80,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",126328000,37500000
2015-06-08,80,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",127508000,37500000
2015-06-08,80,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G",Telekom,132150000,37500000
2015-06-08,80,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,123864000,37500000
2015-06-08,80,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I","TEF DE",126235000,37500000
2015-06-08,80,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Telekom,56039000,37500000
2015-06-08,80,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,30537000,18750000
2015-06-08,80,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,30537000,18750000
2015-06-08,80,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,30537000,18750000
2015-06-08,80,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,30537000,18750000
2015-06-08,80,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,30568000,18750000
2015-06-08,80,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,30568000,18750000
2015-06-08,80,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,29113000,18750000
2015-06-08,80,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,29113000,18750000
2015-06-08,81,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-08,81,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-08,81,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-08,81,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-08,81,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-08,81,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-08,81,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,100783000,75000000
2015-06-08,81,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Telekom,121686000,75000000
2015-06-08,81,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Telekom,116057000,75000000
2015-06-08,81,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,117134000,75000000
2015-06-08,81,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E",Vodafone,116389000,75000000
2015-06-08,81,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F","TEF DE",116032000,75000000
2015-06-08,81,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G","TEF DE",116006000,75000000
2015-06-08,81,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Vodafone,122995000,37500000
2015-06-08,81,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Telekom,129922000,37500000
2015-06-08,81,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C","TEF DE",127888000,37500000
2015-06-08,81,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,125825000,37500000
2015-06-08,81,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",126328000,37500000
2015-06-08,81,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",127508000,37500000
2015-06-08,81,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G",Telekom,132150000,37500000
2015-06-08,81,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,123864000,37500000
2015-06-08,81,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I","TEF DE",126235000,37500000
2015-06-08,81,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,58840000,37500000
2015-06-08,81,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,30537000,18750000
2015-06-08,81,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,30537000,18750000
2015-06-08,81,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,30537000,18750000
2015-06-08,81,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,30537000,18750000
2015-06-08,81,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,30568000,18750000
2015-06-08,81,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,30568000,18750000
2015-06-08,81,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,29113000,18750000
2015-06-08,81,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,29113000,18750000
2015-06-08,82,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-08,82,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-08,82,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-08,82,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-08,82,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-08,82,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-08,82,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",105822000,75000000
2015-06-08,82,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Telekom,121686000,75000000
2015-06-08,82,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Telekom,116057000,75000000
2015-06-08,82,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,117134000,75000000
2015-06-08,82,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E",Vodafone,116389000,75000000
2015-06-08,82,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F","TEF DE",116032000,75000000
2015-06-08,82,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,121806000,75000000
2015-06-08,82,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,134144000,37500000
2015-06-08,82,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Telekom,141418000,37500000
2015-06-08,82,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C","TEF DE",127888000,37500000
2015-06-08,82,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,125825000,37500000
2015-06-08,82,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",126328000,37500000
2015-06-08,82,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",127508000,37500000
2015-06-08,82,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G",Telekom,143757000,37500000
2015-06-08,82,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,123864000,37500000
2015-06-08,82,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I","TEF DE",126235000,37500000
2015-06-08,82,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Telekom,61782000,37500000
2015-06-08,82,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,30537000,18750000
2015-06-08,82,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,30537000,18750000
2015-06-08,82,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,30537000,18750000
2015-06-08,82,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,30537000,18750000
2015-06-08,82,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,30568000,18750000
2015-06-08,82,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,30568000,18750000
2015-06-08,82,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,29113000,18750000
2015-06-08,82,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,29113000,18750000
2015-06-09,83,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-09,83,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-09,83,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-09,83,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-09,83,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-09,83,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-09,83,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,111113000,75000000
2015-06-09,83,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Telekom,121686000,75000000
2015-06-09,83,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Telekom,116057000,75000000
2015-06-09,83,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,117134000,75000000
2015-06-09,83,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E",Vodafone,116389000,75000000
2015-06-09,83,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F","TEF DE",116032000,75000000
2015-06-09,83,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,121806000,75000000
2015-06-09,83,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,134144000,37500000
2015-06-09,83,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Telekom,141418000,37500000
2015-06-09,83,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C","TEF DE",127888000,37500000
2015-06-09,83,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,125825000,37500000
2015-06-09,83,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",126328000,37500000
2015-06-09,83,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",127508000,37500000
2015-06-09,83,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G",Telekom,143757000,37500000
2015-06-09,83,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,123864000,37500000
2015-06-09,83,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,132546000,37500000
2015-06-09,83,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,64871000,37500000
2015-06-09,83,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,30537000,18750000
2015-06-09,83,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,30537000,18750000
2015-06-09,83,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,30537000,18750000
2015-06-09,83,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,30537000,18750000
2015-06-09,83,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,30568000,18750000
2015-06-09,83,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,30568000,18750000
2015-06-09,83,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,29113000,18750000
2015-06-09,83,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,29113000,18750000
2015-06-09,84,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-09,84,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-09,84,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-09,84,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-09,84,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-09,84,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-09,84,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",116668000,75000000
2015-06-09,84,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Telekom,121686000,75000000
2015-06-09,84,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Telekom,116057000,75000000
2015-06-09,84,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,117134000,75000000
2015-06-09,84,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E",Vodafone,116389000,75000000
2015-06-09,84,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F","TEF DE",116032000,75000000
2015-06-09,84,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,121806000,75000000
2015-06-09,84,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,134144000,37500000
2015-06-09,84,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Telekom,141418000,37500000
2015-06-09,84,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C","TEF DE",127888000,37500000
2015-06-09,84,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,125825000,37500000
2015-06-09,84,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",126328000,37500000
2015-06-09,84,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",127508000,37500000
2015-06-09,84,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G",Telekom,143757000,37500000
2015-06-09,84,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,123864000,37500000
2015-06-09,84,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,132546000,37500000
2015-06-09,84,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,64871000,37500000
2015-06-09,84,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,30537000,18750000
2015-06-09,84,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,30537000,18750000
2015-06-09,84,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Telekom,32063000,18750000
2015-06-09,84,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Telekom,32063000,18750000
2015-06-09,84,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,30568000,18750000
2015-06-09,84,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,30568000,18750000
2015-06-09,84,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,29113000,18750000
2015-06-09,84,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,29113000,18750000
2015-06-09,85,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-09,85,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-09,85,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-09,85,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-09,85,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-09,85,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-09,85,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",116668000,75000000
2015-06-09,85,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Telekom,121686000,75000000
2015-06-09,85,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Telekom,116057000,75000000
2015-06-09,85,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,117134000,75000000
2015-06-09,85,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E",Vodafone,116389000,75000000
2015-06-09,85,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F","TEF DE",116032000,75000000
2015-06-09,85,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,121806000,75000000
2015-06-09,85,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Vodafone,140851000,37500000
2015-06-09,85,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Telekom,141418000,37500000
2015-06-09,85,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C","TEF DE",127888000,37500000
2015-06-09,85,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,125825000,37500000
2015-06-09,85,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",126328000,37500000
2015-06-09,85,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",127508000,37500000
2015-06-09,85,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G",Telekom,143757000,37500000
2015-06-09,85,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,123864000,37500000
2015-06-09,85,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,132546000,37500000
2015-06-09,85,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,64871000,37500000
2015-06-09,85,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,30537000,18750000
2015-06-09,85,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,30537000,18750000
2015-06-09,85,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Telekom,32063000,18750000
2015-06-09,85,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Telekom,32063000,18750000
2015-06-09,85,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,30568000,18750000
2015-06-09,85,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,30568000,18750000
2015-06-09,85,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,29113000,18750000
2015-06-09,85,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,29113000,18750000
2015-06-09,86,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-09,86,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-09,86,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-09,86,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-09,86,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-09,86,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-09,86,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",116668000,75000000
2015-06-09,86,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Telekom,121686000,75000000
2015-06-09,86,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Telekom,116057000,75000000
2015-06-09,86,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,117134000,75000000
2015-06-09,86,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E",Vodafone,116389000,75000000
2015-06-09,86,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F","TEF DE",116032000,75000000
2015-06-09,86,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,121806000,75000000
2015-06-09,86,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Vodafone,140851000,37500000
2015-06-09,86,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Telekom,141418000,37500000
2015-06-09,86,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C","TEF DE",127888000,37500000
2015-06-09,86,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,125825000,37500000
2015-06-09,86,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",126328000,37500000
2015-06-09,86,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",127508000,37500000
2015-06-09,86,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G",Telekom,143757000,37500000
2015-06-09,86,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Telekom,130057000,37500000
2015-06-09,86,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,132546000,37500000
2015-06-09,86,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,64871000,37500000
2015-06-09,86,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,30537000,18750000
2015-06-09,86,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,30537000,18750000
2015-06-09,86,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Telekom,32063000,18750000
2015-06-09,86,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Telekom,32063000,18750000
2015-06-09,86,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,30568000,18750000
2015-06-09,86,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,30568000,18750000
2015-06-09,86,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",NULL,NULL,18750000
2015-06-09,86,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",NULL,NULL,18750000
