date,runde,frequenzbereich,ausstattung,block,hoechstbieter,hoechstgebot,mindestgebot
2015-05-29,27,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,100506000,75000000
2015-05-29,27,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,101186000,75000000
2015-05-29,27,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",105569000,75000000
2015-05-29,27,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,105745000,75000000
2015-05-29,27,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,105720000,75000000
2015-05-29,27,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,55429000,37500000
2015-05-29,27,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",55474000,37500000
2015-05-29,27,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,62833000,37500000
2015-05-29,27,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,55474000,37500000
2015-05-29,27,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",55474000,37500000
2015-05-29,27,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F",Telekom,62833000,37500000
2015-05-29,27,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",68701000,37500000
2015-05-29,27,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,55430000,37500000
2015-05-29,27,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I","TEF DE",52791000,37500000
2015-05-29,27,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,37500000,37500000
2015-05-29,27,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Vodafone,21704000,18750000
2015-05-29,27,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Vodafone,21704000,18750000
2015-05-29,27,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Telekom,20671000,18750000
2015-05-29,27,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Telekom,20671000,18750000
2015-05-29,27,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Telekom,21727000,18750000
2015-05-29,27,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Telekom,21727000,18750000
2015-05-29,27,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,21727000,18750000
2015-05-29,27,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,21727000,18750000
2015-05-29,28,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-05-29,28,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-05-29,28,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-05-29,28,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-05-29,28,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-05-29,28,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-05-29,28,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,86879000,75000000
2015-05-29,28,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Vodafone,105612000,75000000
2015-05-29,28,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,100506000,75000000
2015-05-29,28,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,101186000,75000000
2015-05-29,28,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",105569000,75000000
2015-05-29,28,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,105745000,75000000
2015-05-29,28,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,105720000,75000000
2015-05-29,28,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,55429000,37500000
2015-05-29,28,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",55474000,37500000
2015-05-29,28,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,62833000,37500000
2015-05-29,28,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,55474000,37500000
2015-05-29,28,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",55474000,37500000
2015-05-29,28,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F",Telekom,62833000,37500000
2015-05-29,28,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",68701000,37500000
2015-05-29,28,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,55430000,37500000
2015-05-29,28,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,55430000,37500000
2015-05-29,28,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,37500000,37500000
2015-05-29,28,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Vodafone,21704000,18750000
2015-05-29,28,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Vodafone,21704000,18750000
2015-05-29,28,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,21704000,18750000
2015-05-29,28,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,21704000,18750000
2015-05-29,28,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Telekom,21727000,18750000
2015-05-29,28,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Telekom,21727000,18750000
2015-05-29,28,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,21727000,18750000
2015-05-29,28,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,21727000,18750000
2015-05-29,29,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-05-29,29,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-05-29,29,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-05-29,29,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-05-29,29,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-05-29,29,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-05-29,29,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",91222000,75000000
2015-05-29,29,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Vodafone,105612000,75000000
2015-05-29,29,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,100506000,75000000
2015-05-29,29,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,101186000,75000000
2015-05-29,29,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",105569000,75000000
2015-05-29,29,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,105745000,75000000
2015-05-29,29,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,105720000,75000000
2015-05-29,29,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A","TEF DE",58200000,37500000
2015-05-29,29,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",55474000,37500000
2015-05-29,29,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,62833000,37500000
2015-05-29,29,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,55474000,37500000
2015-05-29,29,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",55474000,37500000
2015-05-29,29,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F",Telekom,62833000,37500000
2015-05-29,29,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",68701000,37500000
2015-05-29,29,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,55430000,37500000
2015-05-29,29,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,55430000,37500000
2015-05-29,29,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,37500000,37500000
2015-05-29,29,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Vodafone,21704000,18750000
2015-05-29,29,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Vodafone,21704000,18750000
2015-05-29,29,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Telekom,22789000,18750000
2015-05-29,29,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Telekom,22789000,18750000
2015-05-29,29,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Telekom,21727000,18750000
2015-05-29,29,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Telekom,21727000,18750000
2015-05-29,29,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,21727000,18750000
2015-05-29,29,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,21727000,18750000
2015-05-29,30,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-05-29,30,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-05-29,30,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-05-29,30,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-05-29,30,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-05-29,30,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-05-29,30,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",91222000,75000000
2015-05-29,30,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Vodafone,105612000,75000000
2015-05-29,30,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,100506000,75000000
2015-05-29,30,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,101186000,75000000
2015-05-29,30,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",105569000,75000000
2015-05-29,30,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,105745000,75000000
2015-05-29,30,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,105720000,75000000
2015-05-29,30,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A","TEF DE",58200000,37500000
2015-05-29,30,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Vodafone,58247000,37500000
2015-05-29,30,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,62833000,37500000
2015-05-29,30,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,55474000,37500000
2015-05-29,30,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E","TEF DE",55474000,37500000
2015-05-29,30,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F",Telekom,62833000,37500000
2015-05-29,30,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",68701000,37500000
2015-05-29,30,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Telekom,58201000,37500000
2015-05-29,30,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,55430000,37500000
2015-05-29,30,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,37500000,37500000
2015-05-29,30,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Vodafone,21704000,18750000
2015-05-29,30,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Vodafone,21704000,18750000
2015-05-29,30,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Telekom,22789000,18750000
2015-05-29,30,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Telekom,22789000,18750000
2015-05-29,30,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,22813000,18750000
2015-05-29,30,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,22813000,18750000
2015-05-29,30,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,21727000,18750000
2015-05-29,30,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,21727000,18750000
2015-05-29,31,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-05-29,31,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-05-29,31,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-05-29,31,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-05-29,31,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-05-29,31,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-05-29,31,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",91222000,75000000
2015-05-29,31,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Vodafone,105612000,75000000
2015-05-29,31,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,100506000,75000000
2015-05-29,31,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,101186000,75000000
2015-05-29,31,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",105569000,75000000
2015-05-29,31,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,105745000,75000000
2015-05-29,31,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,105720000,75000000
2015-05-29,31,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A","TEF DE",58200000,37500000
2015-05-29,31,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Vodafone,58247000,37500000
2015-05-29,31,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,62833000,37500000
2015-05-29,31,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,55474000,37500000
2015-05-29,31,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,58247000,37500000
2015-05-29,31,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F",Telekom,62833000,37500000
2015-05-29,31,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",68701000,37500000
2015-05-29,31,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H","TEF DE",61111000,37500000
2015-05-29,31,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,55430000,37500000
2015-05-29,31,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,37500000,37500000
2015-05-29,31,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,22789000,18750000
2015-05-29,31,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,22789000,18750000
2015-05-29,31,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Telekom,22789000,18750000
2015-05-29,31,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Telekom,22789000,18750000
2015-05-29,31,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,22813000,18750000
2015-05-29,31,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,22813000,18750000
2015-05-29,31,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,21727000,18750000
2015-05-29,31,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,21727000,18750000
2015-05-29,32,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-05-29,32,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-05-29,32,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-05-29,32,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-05-29,32,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-05-29,32,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-05-29,32,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",91222000,75000000
2015-05-29,32,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Vodafone,105612000,75000000
2015-05-29,32,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,100506000,75000000
2015-05-29,32,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,101186000,75000000
2015-05-29,32,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",105569000,75000000
2015-05-29,32,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,105745000,75000000
2015-05-29,32,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,105720000,75000000
2015-05-29,32,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,66110000,37500000
2015-05-29,32,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Vodafone,58247000,37500000
2015-05-29,32,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,70974000,37500000
2015-05-29,32,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,55474000,37500000
2015-05-29,32,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,58247000,37500000
2015-05-29,32,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F",Telekom,70974000,37500000
2015-05-29,32,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",68701000,37500000
2015-05-29,32,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H","TEF DE",61111000,37500000
2015-05-29,32,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I","TEF DE",58201000,37500000
2015-05-29,32,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,37500000,37500000
2015-05-29,32,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,22789000,18750000
2015-05-29,32,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,22789000,18750000
2015-05-29,32,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Telekom,22789000,18750000
2015-05-29,32,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Telekom,22789000,18750000
2015-05-29,32,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,22813000,18750000
2015-05-29,32,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,22813000,18750000
2015-05-29,32,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Vodafone,22813000,18750000
2015-05-29,32,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Vodafone,22813000,18750000
2015-05-29,33,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-05-29,33,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-05-29,33,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-05-29,33,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-05-29,33,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-05-29,33,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-05-29,33,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",91222000,75000000
2015-05-29,33,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Vodafone,105612000,75000000
2015-05-29,33,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,100506000,75000000
2015-05-29,33,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,101186000,75000000
2015-05-29,33,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",105569000,75000000
2015-05-29,33,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,105745000,75000000
2015-05-29,33,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,105720000,75000000
2015-05-29,33,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,66110000,37500000
2015-05-29,33,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Vodafone,58247000,37500000
2015-05-29,33,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C","TEF DE",74522000,37500000
2015-05-29,33,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,55474000,37500000
2015-05-29,33,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,58247000,37500000
2015-05-29,33,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",74522000,37500000
2015-05-29,33,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",68701000,37500000
2015-05-29,33,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H","TEF DE",61111000,37500000
2015-05-29,33,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,61111000,37500000
2015-05-29,33,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,37500000,37500000
2015-05-29,33,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,22789000,18750000
2015-05-29,33,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,22789000,18750000
2015-05-29,33,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Telekom,22789000,18750000
2015-05-29,33,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Telekom,22789000,18750000
2015-05-29,33,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Telekom,23953000,18750000
2015-05-29,33,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Telekom,23953000,18750000
2015-05-29,33,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Vodafone,22813000,18750000
2015-05-29,33,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Vodafone,22813000,18750000
2015-05-29,34,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-05-29,34,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-05-29,34,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-05-29,34,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-05-29,34,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-05-29,34,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-05-29,34,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",91222000,75000000
2015-05-29,34,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Vodafone,105612000,75000000
2015-05-29,34,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,100506000,75000000
2015-05-29,34,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,101186000,75000000
2015-05-29,34,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",105569000,75000000
2015-05-29,34,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,105745000,75000000
2015-05-29,34,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,105720000,75000000
2015-05-29,34,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,74415000,37500000
2015-05-29,34,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Vodafone,58247000,37500000
2015-05-29,34,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C","TEF DE",74522000,37500000
2015-05-29,34,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Vodafone,55474000,37500000
2015-05-29,34,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,58247000,37500000
2015-05-29,34,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",74522000,37500000
2015-05-29,34,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G",Telekom,77136000,37500000
2015-05-29,34,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Telekom,69166000,37500000
2015-05-29,34,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,61111000,37500000
2015-05-29,34,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,37500000,37500000
2015-05-29,34,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Vodafone,23928000,18750000
2015-05-29,34,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Vodafone,23928000,18750000
2015-05-29,34,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Telekom,22789000,18750000
2015-05-29,34,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Telekom,22789000,18750000
2015-05-29,34,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Telekom,23953000,18750000
2015-05-29,34,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Telekom,23953000,18750000
2015-05-29,34,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Vodafone,22813000,18750000
2015-05-29,34,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Vodafone,22813000,18750000
2015-06-01,35,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-01,35,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-01,35,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-01,35,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-01,35,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-01,35,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-01,35,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",91222000,75000000
2015-06-01,35,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Vodafone,105612000,75000000
2015-06-01,35,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,100506000,75000000
2015-06-01,35,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,101186000,75000000
2015-06-01,35,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",105569000,75000000
2015-06-01,35,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,105745000,75000000
2015-06-01,35,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,105720000,75000000
2015-06-01,35,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,74415000,37500000
2015-06-01,35,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B",Vodafone,58247000,37500000
2015-06-01,35,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C","TEF DE",74522000,37500000
